,Source,State,Date,Sample,Biden,Trump,Other,p_hat,sample_sd,Delegates,538 Grade,Mean-Reverted Bias,Bias,Bias_Party,Bias_Numeric,Grade_Bin,Bias_Adjustment
649,NBC News/Marist,North_Carolina,2020-10-30,800.0,0.53,0.47000000000000003,0.02,0.53,0.017645821035021294,15,,,,,0.0,,0.0
650,Rasmussen Reports,North_Carolina,2020-10-30,800.0,0.49,0.51,0.06,0.49,0.017674133642133636,15,C+,R +1.5,R +1.6,R,0.016,3.0,0.016
651,Cardinal Point Analytics,North_Carolina,2020-10-30,750.0,0.49,0.51,0.06,0.49,0.01825376673456742,15,,,,,0.0,,0.0
652,Hill/Harris,North_Carolina,2020-10-29,903.0,0.505,0.495,0.03,0.505,0.016638126172286258,15,,,,,0.0,,0.0
653,NY Times / Siena College,North_Carolina,2020-10-29,1034.0,0.515,0.485,0.07,0.515,0.015542261597053925,15,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
654,UMass Lowell,North_Carolina,2020-10-29,911.0,0.5,0.5,0.04,0.5,0.01656573904806429,15,,,,,0.0,,0.0
655,Gravis Marketing,North_Carolina,2020-10-28,614.0,0.515,0.48500000000000004,0.05,0.515,0.02016927550178987,15,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
656,Civitas,North_Carolina,2020-10-28,504.0,0.505,0.495,0.07,0.505,0.022270656543019626,15,,,,,0.0,,0.0
657,SurveyUSA,North_Carolina,2020-10-27,627.0,0.5,0.5,0.04,0.5,0.019968076595771794,15,A,D +0.1,D +0.1,D,0.001,1.0,-0.001
658,Ipsos/Reuters,North_Carolina,2020-10-27,647.0,0.505,0.495,0.03,0.505,0.01965604547327881,15,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
659,Public Policy,North_Carolina,2020-10-27,937.0,0.52,0.48,0.02,0.52,0.016321215348054405,15,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
660,RMG Research,North_Carolina,2020-10-27,800.0,0.505,0.495,0.05,0.505,0.017676785624089014,15,B/C,,,,0.0,2.0,0.0
661,Trafalgar Group,North_Carolina,2020-10-25,1098.0,0.48500000000000004,0.515,0.05,0.48500000000000004,0.015082499297654626,15,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
662,YouGov/CBS News,North_Carolina,2020-10-25,1022.0,0.52,0.48,0.02,0.52,0.015627763943406668,15,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
663,Meredith College,North_Carolina,2020-10-23,732.0,0.52,0.48,0.08,0.52,0.018465741429939307,15,B/C,,,,0.0,2.0,0.0
664,Morning Consult,North_Carolina,2020-10-22,1904.0,0.515,0.485,0.03,0.515,0.011453573623087939,15,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
665,Rasmussen Reports,North_Carolina,2020-10-22,800.0,0.495,0.505,0.05,0.495,0.017676785624089014,15,C+,R +1.5,R +1.6,R,0.016,3.0,0.016
666,CNBC/Change Research,North_Carolina,2020-10-20,521.0,0.515,0.485,0.03,0.515,0.021895538069023418,15,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
667,Ipsos/Reuters,North_Carolina,2020-10-20,660.0,0.515,0.48500000000000004,0.05,0.515,0.019453713519453547,15,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
668,East Carolina Univ.,North_Carolina,2020-10-20,1155.0,0.515,0.485,0.03,0.515,0.014705625156905478,15,,,,,0.0,,0.0
669,ABC News / Wash. Post,North_Carolina,2020-10-20,646.0,0.505,0.495,0.03,0.505,0.019671253247680112,15,A+,D +0.5,D +0.8,D,0.008,1.0,-0.008
670,Emerson College,North_Carolina,2020-10-15,721.0,0.5,0.5,0.02,0.5,0.018620973068096465,15,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
671,Civiqs,North_Carolina,2020-10-15,1211.0,0.525,0.47500000000000003,0.03,0.525,0.014350082072633922,15,B/C,,,,0.0,2.0,0.0
672,NY Times / Siena College,North_Carolina,2020-10-14,627.0,0.52,0.48,0.12,0.52,0.01995209573959372,15,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
673,Susquehanna,North_Carolina,2020-10-14,500.0,0.51,0.49,0.06,0.51,0.022356207191739835,15,C,D +0.9,D +1.7,D,0.017,3.0,-0.017
674,SurveyUSA,North_Carolina,2020-10-13,669.0,0.525,0.47500000000000003,0.05,0.525,0.01930693780830177,15,A,D +0.1,D +0.1,D,0.001,1.0,-0.001
675,Ipsos/Reuters,North_Carolina,2020-10-13,660.0,0.505,0.495,0.05,0.505,0.019461500456028565,15,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
676,Monmouth University,North_Carolina,2020-10-13,500.0,0.515,0.48500000000000004,0.05,0.515,0.02235061520406094,15,A+,D +1.3,D +1.8,D,0.018000000000000002,1.0,-0.018000000000000002
677,Morning Consult,North_Carolina,2020-10-13,1993.0,0.52,0.48000000000000004,0.04,0.52,0.011190993439797629,15,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
678,Redfield & Wilton,North_Carolina,2020-10-09,938.0,0.525,0.475,0.07,0.525,0.016305158967493197,15,,,,,0.0,,0.0
679,CNBC/Change Research,North_Carolina,2020-10-06,396.0,0.51,0.49,0.04,0.51,0.02512091968978457,15,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
680,Ipsos/Reuters,North_Carolina,2020-10-06,693.0,0.5,0.5,0.06,0.5,0.018993429409939658,15,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
681,East Carolina Univ.,North_Carolina,2020-10-06,1232.0,0.52,0.48000000000000004,0.04,0.52,0.014233671437735332,15,,,,,0.0,,0.0
682,Public Policy,North_Carolina,2020-10-05,911.0,0.52,0.48000000000000004,0.04,0.52,0.016552481151544268,15,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
683,Redfield & Wilton,North_Carolina,2020-10-02,1097.0,0.51,0.49,0.08,0.51,0.015093147430602277,15,,,,,0.0,,0.0
684,UMass Lowell,North_Carolina,2020-09-29,921.0,0.495,0.505,0.03,0.495,0.01647473635937004,15,,,,,0.0,,0.0
685,Meredith College,North_Carolina,2020-09-28,705.0,0.505,0.495,0.09,0.505,0.018830147850856255,15,B/C,,,,0.0,2.0,0.0
686,YouGov/CBS News,North_Carolina,2020-09-27,1194.0,0.51,0.49,0.06,0.51,0.014467082719472517,15,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
687,Civitas,North_Carolina,2020-09-23,612.0,0.495,0.505,0.11,0.495,0.02021029149599137,15,,,,,0.0,,0.0
688,CNBC/Change Research,North_Carolina,2020-09-23,579.0,0.51,0.49,0.06,0.51,0.020775134599240994,15,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
689,Ipsos/Reuters,North_Carolina,2020-09-22,586.0,0.5,0.5,0.06,0.5,0.02065480961930069,15,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
690,Emerson College,North_Carolina,2020-09-20,717.0,0.505,0.495,0.01,0.505,0.01867190850888084,15,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
691,Redfield & Wilton,North_Carolina,2020-09-18,1092.0,0.51,0.49,0.08,0.51,0.015127661876382413,15,,,,,0.0,,0.0
692,NY Times / Siena College,North_Carolina,2020-09-18,653.0,0.505,0.495,0.11,0.505,0.0195655336548112,15,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
693,Kaiser Family Foundation,North_Carolina,2020-09-17,1172.0,0.51,0.49,0.12,0.51,0.014602234622573911,15,,,,,0.0,,0.0
694,Suffolk University,North_Carolina,2020-09-17,500.0,0.515,0.485,0.11,0.515,0.02235061520406094,15,A,D +0.6,D +1.0,D,0.01,1.0,-0.01
695,CNN/SSRS,North_Carolina,2020-09-15,787.0,0.515,0.48500000000000004,0.05,0.515,0.017815052955773854,15,B/C,D +1.2,D +2.9,D,0.028999999999999998,2.0,-0.028999999999999998
696,SurveyUSA,North_Carolina,2020-09-14,596.0,0.5,0.5,0.06,0.5,0.02048079801297601,15,A,D +0.1,D +0.1,D,0.001,1.0,-0.001
697,Trafalgar Group,North_Carolina,2020-09-14,1046.0,0.49,0.51,0.06,0.49,0.01545671808124908,15,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
698,Rasmussen Reports,North_Carolina,2020-09-11,1000.0,0.49,0.51,0.06,0.49,0.0158082257068907,15,C+,R +1.5,R +1.6,R,0.016,3.0,0.016
699,Benenson / GS Strategy,North_Carolina,2020-09-10,1600.0,0.5,0.5,0.04,0.5,0.0125,15,B/C,D +0.7,D +3.8,D,0.038,2.0,-0.038
700,CNBC/Change Research,North_Carolina,2020-09-09,442.0,0.51,0.49,0.04,0.51,0.02377781771703651,15,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
701,Redfield & Wilton,North_Carolina,2020-09-08,951.0,0.495,0.505,0.13,0.495,0.016212800177326105,15,,,,,0.0,,0.0
702,Monmouth University,North_Carolina,2020-09-03,401.0,0.51,0.49,0.08,0.51,0.024963814210775658,15,A+,D +1.3,D +1.8,D,0.018000000000000002,1.0,-0.018000000000000002
703,Fox News,North_Carolina,2020-09-02,722.0,0.52,0.48000000000000004,0.04,0.52,0.01859318077121652,15,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
704,East Carolina Univ.,North_Carolina,2020-09-01,1101.0,0.49,0.51,0.04,0.49,0.015065705321664733,15,,,,,0.0,,0.0
705,CNBC/Change Research,North_Carolina,2020-08-26,560.0,0.505,0.495,0.05,0.505,0.021127799898982114,15,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
706,Morning Consult,North_Carolina,2020-08-24,1541.0,0.515,0.48500000000000004,0.05,0.515,0.012731312092336454,15,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
707,Redfield & Wilton,North_Carolina,2020-08-21,967.0,0.49,0.51,0.1,0.49,0.016075699929758713,15,,,,,0.0,,0.0
708,East Carolina Univ.,North_Carolina,2020-08-16,1255.0,0.5,0.5,0.06,0.5,0.014113935923440917,15,,,,,0.0,,0.0
709,Civitas,North_Carolina,2020-08-13,600.0,0.505,0.495,0.11,0.505,0.020411393876950196,15,,,,,0.0,,0.0
710,CNBC/Change Research,North_Carolina,2020-08-12,491.0,0.495,0.505,0.05,0.495,0.022563555857912927,15,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
711,Emerson College,North_Carolina,2020-08-11,673.0,0.49,0.51,0.06,0.49,0.01926972851002125,15,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
712,YouGov/CBS News,North_Carolina,2020-08-02,1129.0,0.52,0.48,0.08,0.52,0.01486877944899725,15,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
713,Redfield & Wilton,North_Carolina,2020-07-30,919.0,0.505,0.495,0.15,0.505,0.016492653424327233,15,,,,,0.0,,0.0
714,Cardinal Point Analytics,North_Carolina,2020-07-29,735.0,0.495,0.505,0.05,0.495,0.018441855677136357,15,,,,,0.0,,0.0
715,CNBC/Change Research,North_Carolina,2020-07-29,284.0,0.515,0.48500000000000004,0.05,0.515,0.029656187155798,15,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
716,Public Policy,North_Carolina,2020-07-28,884.0,0.515,0.48500000000000004,0.05,0.515,0.016809250577505694,15,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
717,Morning Consult,North_Carolina,2020-07-28,1504.0,0.5,0.5,0.06,0.5,0.012892765578234917,15,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
718,NBC News/Marist,North_Carolina,2020-07-27,882.0,0.535,0.465,0.05,0.535,0.016794577194119885,15,,,,,0.0,,0.0
719,Spry Strategies,North_Carolina,2020-07-22,600.0,0.48500000000000004,0.515,0.05,0.48500000000000004,0.020403226868970177,15,B/C,R +0.3,R +5.4,R,0.054000000000000006,2.0,0.054000000000000006
720,Cardinal Point Analytics,North_Carolina,2020-07-20,547.0,0.495,0.505,0.03,0.495,0.02137738729091421,15,,,,,0.0,,0.0
721,CNBC/Change Research,North_Carolina,2020-07-15,655.0,0.505,0.495,0.07,0.505,0.01953563977386064,15,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
722,Public Policy,North_Carolina,2020-07-09,818.0,0.52,0.48000000000000004,0.04,0.52,0.017468098761102432,15,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
723,CNBC/Change Research,North_Carolina,2020-07-01,468.0,0.535,0.465,0.05,0.535,0.023055812994134752,15,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
724,East Carolina Univ.,North_Carolina,2020-06-30,1149.0,0.505,0.495,0.11,0.505,0.014749872770173051,15,,,,,0.0,,0.0
725,Fox News,North_Carolina,2020-06-25,1012.0,0.51,0.49,0.08,0.51,0.015714221549070786,15,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
726,Redfield & Wilton,North_Carolina,2020-06-25,902.0,0.53,0.47000000000000003,0.14,0.53,0.01661818521447563,15,,,,,0.0,,0.0
727,NY Times / Siena College,North_Carolina,2020-06-25,653.0,0.545,0.455,0.11,0.545,0.01948710650818268,15,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
728,Public Policy,North_Carolina,2020-06-24,1157.0,0.51,0.49,0.06,0.51,0.014696585601736851,15,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
729,Gravis Marketing,North_Carolina,2020-06-20,631.0,0.485,0.515,0.11,0.485,0.019895726591621574,15,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
730,CNBC/Change Research,North_Carolina,2020-06-17,378.0,0.51,0.49,0.08,0.51,0.025712081034235855,15,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
731,Public Policy,North_Carolina,2020-06-04,949.0,0.52,0.48,0.06,0.52,0.016217697081587663,15,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
732,CNBC/Change Research,North_Carolina,2020-06-03,620.0,0.505,0.495,0.09,0.505,0.020079479173299483,15,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
733,Civitas,North_Carolina,2020-06-03,500.0,0.485,0.515,0.09,0.485,0.02235061520406094,15,,,,,0.0,,0.0
734,Meeting Street Insights,North_Carolina,2020-05-26,500.0,0.5,0.5,0.06,0.5,0.022360679774997897,15,,,,,0.0,,0.0
735,Redfield & Wilton,North_Carolina,2020-05-21,859.0,0.51,0.49,0.12,0.51,0.017056367551139984,15,,,,,0.0,,0.0
736,East Carolina Univ.,North_Carolina,2020-05-15,1111.0,0.485,0.515,0.11,0.485,0.014993998199219573,15,,,,,0.0,,0.0
737,Civiqs,North_Carolina,2020-05-05,1362.0,0.515,0.48500000000000004,0.05,0.515,0.013542097304798413,15,B/C,,,,0.0,2.0,0.0
738,Meredith College,North_Carolina,2020-05-01,604.0,0.5349999999999999,0.465,0.13,0.5349999999999999,0.020294805716558305,15,B/C,,,,0.0,2.0,0.0
739,Garin-Hart-Yang,North_Carolina,2020-04-29,800.0,0.515,0.485,0.07,0.515,0.01766971278770541,15,B/C,D +1.3,D +3.2,D,0.032,2.0,-0.032
740,SurveyUSA,North_Carolina,2020-04-28,580.0,0.525,0.47500000000000003,0.05,0.525,0.020735402010853905,15,A,D +0.1,D +0.1,D,0.001,1.0,-0.001
741,Public Policy,North_Carolina,2020-04-23,1275.0,0.515,0.48500000000000004,0.05,0.515,0.013996498161480025,15,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
742,Public Policy,North_Carolina,2020-04-16,1318.0,0.505,0.495,0.05,0.505,0.013771796078328536,15,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
743,Civitas,North_Carolina,2020-04-15,500.0,0.46499999999999997,0.535,0.09,0.46499999999999997,0.022305828834634233,15,,,,,0.0,,0.0
744,East Carolina Univ.,North_Carolina,2020-03-01,1288.0,0.51,0.49,0.06,0.51,0.013929168644626096,15,,,,,0.0,,0.0
745,NBC News/Marist,North_Carolina,2020-03-01,1733.0,0.52,0.48,0.06,0.52,0.012001154012600638,15,,,,,0.0,,0.0
746,Axios / SurveyMonkey,North_Dakota,2020-11-01,370.0,0.4,0.6,0.02,0.4,0.025468581598680533,3,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
747,Axios / SurveyMonkey,North_Dakota,2020-10-17,457.0,0.4,0.6,0.02,0.4,0.022916459451354128,3,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
748,DFM Research,North_Dakota,2020-09-29,500.0,0.405,0.5950000000000001,0.07,0.405,0.02195335965177084,3,B/C,D +1.5,D +5.4,D,0.054000000000000006,2.0,-0.054000000000000006
749,DFM Research,North_Dakota,2020-03-09,400.0,0.41500000000000004,0.5850000000000001,0.07,0.41500000000000004,0.024636101558485266,3,B/C,D +1.5,D +5.4,D,0.054000000000000006,2.0,-0.054000000000000006
750,DFM Research,North_Dakota,2020-02-06,600.0,0.405,0.595,0.05,0.405,0.02004058382383108,3,B/C,D +1.5,D +5.4,D,0.054000000000000006,2.0,-0.054000000000000006
751,1892,North_Dakota,2019-08-07,500.0,0.37,0.63,0.06,0.37,0.021591665058535898,3,B/C,R +0.0,R +0.6,R,0.006,2.0,0.006
752,Quinnipiac,Ohio,2020-11-02,1440.0,0.52,0.48,0.1,0.52,0.013165611772087665,18,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
753,Rasmussen Reports,Ohio,2020-11-02,800.0,0.485,0.515,0.07,0.485,0.01766971278770541,18,C+,R +1.5,R +1.6,R,0.016,3.0,0.016
754,Research Co.,Ohio,2020-11-02,450.0,0.5,0.5,0.06,0.5,0.023570226039551584,18,B-,R +0.5,R +1.1,R,0.011000000000000001,2.0,0.011000000000000001
755,Morning Consult,Ohio,2020-11-02,2179.0,0.49,0.51,0.04,0.49,0.01070913794909125,18,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
756,Trafalgar Group,Ohio,2020-11-01,1041.0,0.475,0.525,0.07,0.475,0.015477509945757988,18,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
757,Civiqs,Ohio,2020-11-01,1136.0,0.495,0.505,0.03,0.495,0.014834028970342404,18,B/C,,,,0.0,2.0,0.0
758,Emerson College,Ohio,2020-11-01,656.0,0.505,0.495,0.03,0.505,0.019520744125660586,18,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
759,Quinnipiac,Ohio,2020-10-29,1186.0,0.525,0.475,0.09,0.525,0.014500537874538567,18,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
760,Gravis Marketing,Ohio,2020-10-29,613.0,0.49,0.51,0.04,0.49,0.02019077042711488,18,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
761,Morning Consult,Ohio,2020-10-22,2271.0,0.49,0.51,0.04,0.49,0.01048997760335504,18,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
762,Fox News,Ohio,2020-10-21,1018.0,0.485,0.515,0.07,0.485,0.0156639249924455,18,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
763,Rasmussen Reports,Ohio,2020-10-20,800.0,0.51,0.49,0.06,0.51,0.017674133642133636,18,C+,R +1.5,R +1.6,R,0.016,3.0,0.016
764,Quinnipiac,Ohio,2020-10-14,1160.0,0.505,0.495,0.05,0.505,0.014679771444241645,18,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
765,Morning Consult,Ohio,2020-10-13,2283.0,0.48500000000000004,0.515,0.05,0.48500000000000004,0.010459755384243177,18,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
766,Baldwin Wallace Univ.,Ohio,2020-10-11,1009.0,0.49,0.51,0.08,0.49,0.01573756529288661,18,C/D,D +0.7,D +8.3,D,0.083,3.0,-0.083
767,NY Times / Siena College,Ohio,2020-10-07,661.0,0.505,0.495,0.11,0.505,0.01944677362799747,18,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
768,Trafalgar Group,Ohio,2020-10-05,1035.0,0.48,0.52,0.08,0.48,0.015529308429220378,18,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
769,YouGov/CBS News,Ohio,2020-10-04,1114.0,0.5,0.5,0.06,0.5,0.014980537942799495,18,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
770,Fox News,Ohio,2020-09-24,830.0,0.525,0.47500000000000003,0.05,0.525,0.01733354572004573,18,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
771,Quinnipiac,Ohio,2020-09-24,1085.0,0.505,0.495,0.05,0.505,0.015178659528071787,18,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
772,Baldwin Wallace Univ.,Ohio,2020-09-23,1011.0,0.505,0.495,0.11,0.505,0.015724350316573918,18,C/D,D +0.7,D +8.3,D,0.083,3.0,-0.083
773,Rasmussen Reports,Ohio,2020-09-08,1000.0,0.52,0.48,0.06,0.52,0.0157987341265052,18,C+,R +1.5,R +1.6,R,0.016,3.0,0.016
774,Civiqs,Ohio,2020-08-21,637.0,0.5,0.5,0.06,0.5,0.019810721293758184,18,B/C,,,,0.0,2.0,0.0
775,Morning Consult,Ohio,2020-07-28,1741.0,0.485,0.515,0.07,0.485,0.011977745974158991,18,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
776,YouGov/CBS News,Ohio,2020-07-26,1227.0,0.495,0.505,0.09,0.495,0.014273353017317558,18,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
777,Your Voice Ohio,Ohio,2020-07-15,1037.0,0.52,0.48,0.12,0.52,0.015514325976692951,18,,,,,0.0,,0.0
778,Quinnipiac,Ohio,2020-06-24,1139.0,0.505,0.495,0.09,0.505,0.01481448049406536,18,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
779,Fox News,Ohio,2020-06-03,803.0,0.51,0.49,0.12,0.51,0.017641087554685502,18,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
780,Emerson College,Ohio,2020-05-11,725.0,0.485,0.515,0.11,0.485,0.01856117564647537,18,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
781,Baldwin Wallace Univ.,Ohio,2020-04-27,797.0,0.505,0.495,0.11,0.505,0.0177100231068219,18,C/D,D +0.7,D +8.3,D,0.083,3.0,-0.083
782,Baldwin Wallace Univ.,Ohio,2020-03-25,1025.0,0.48,0.52,0.1,0.48,0.015604877286347086,18,C/D,D +0.7,D +8.3,D,0.083,3.0,-0.083
783,NBC News/Marist,Ohio,2020-03-16,1710.0,0.52,0.48,0.06,0.52,0.012081593946193596,18,,,,,0.0,,0.0
784,Sooner Poll,Oklahoma,2020-10-21,5466.0,0.39,0.61,0.04,0.39,0.0065972418812014115,7,B/C,D +1.9,D +5.4,D,0.054000000000000006,2.0,-0.054000000000000006
785,Axios / SurveyMonkey,Oklahoma,2020-10-17,2015.0,0.41000000000000003,0.59,0.02,0.41000000000000003,0.010956716104360982,7,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
786,Amber Integrated,Oklahoma,2020-09-24,500.0,0.39,0.6100000000000001,0.12,0.39,0.02181284025522582,7,,,,,0.0,,0.0
787,Sooner Poll,Oklahoma,2020-09-09,486.0,0.375,0.625,0.05,0.375,0.02196026152894708,7,B/C,D +1.9,D +5.4,D,0.054000000000000006,2.0,-0.054000000000000006
788,Amber Integrated,Oklahoma,2020-06-08,500.0,0.40499999999999997,0.5950000000000001,0.09,0.40499999999999997,0.02195335965177084,7,,,,,0.0,,0.0
789,Amber Integrated,Oklahoma,2020-03-12,500.0,0.38,0.62,0.1,0.38,0.021707141681944216,7,,,,,0.0,,0.0
790,Sooner Survey,Oklahoma,2020-02-18,500.0,0.36000000000000004,0.64,0.04,0.36000000000000004,0.02146625258399798,7,,,,,0.0,,0.0
791,Axios / SurveyMonkey,Oregon,2020-11-01,3252.0,0.6,0.4,0.02,0.6,0.008590735591751155,7,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
792,Axios / SurveyMonkey,Oregon,2020-10-17,3444.0,0.61,0.39,0.02,0.61,0.008311236674061497,7,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
793,Civiqs,Oregon,2020-09-30,944.0,0.5850000000000001,0.41500000000000004,0.05,0.5850000000000001,0.01603673616356087,7,B/C,,,,0.0,2.0,0.0
794,DHM Research,Oregon,2020-09-11,502.0,0.56,0.44,0.1,0.56,0.0221548336348178,7,B/C,R +0.1,R +0.3,R,0.003,2.0,0.003
795,Trafalgar Group,Pennsylvania,2020-11-02,1062.0,0.49,0.51,0.06,0.49,0.015339841409326135,20,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
796,NBC News/Marist,Pennsylvania,2020-11-02,772.0,0.525,0.47500000000000003,0.03,0.525,0.01797288545000395,20,,,,,0.0,,0.0
797,Rasmussen Reports,Pennsylvania,2020-11-02,800.0,0.52,0.48,0.06,0.52,0.017663521732655695,20,C+,R +1.5,R +1.6,R,0.016,3.0,0.016
798,Susquehanna,Pennsylvania,2020-11-02,499.0,0.495,0.505,0.03,0.495,0.02238195487010943,20,C,D +0.9,D +1.7,D,0.017,3.0,-0.017
799,Research Co.,Pennsylvania,2020-11-02,450.0,0.53,0.47,0.06,0.53,0.023527761380028392,20,B-,R +0.5,R +1.1,R,0.011000000000000001,2.0,0.011000000000000001
800,Monmouth University,Pennsylvania,2020-11-02,502.0,0.525,0.47500000000000003,0.05,0.525,0.022288179562431096,20,A+,D +1.3,D +1.8,D,0.018000000000000002,1.0,-0.018000000000000002
801,Morning Consult,Pennsylvania,2020-11-02,2686.0,0.545,0.455,0.05,0.545,0.009608397140358549,20,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
802,InsiderAdvantage,Pennsylvania,2020-11-01,500.0,0.49,0.51,0.04,0.49,0.022356207191739835,20,B-,D +1.1,D +1.8,D,0.018000000000000002,2.0,-0.018000000000000002
803,Emerson College,Pennsylvania,2020-11-01,823.0,0.52,0.48000000000000004,0.04,0.52,0.01741495565419057,20,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
804,Ipsos/Reuters,Pennsylvania,2020-11-01,673.0,0.535,0.465,0.05,0.535,0.019226305345444183,20,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
805,NY Times / Siena College,Pennsylvania,2020-11-01,1862.0,0.53,0.47,0.08,0.53,0.011566368521422874,20,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
806,ABC News / Wash. Post,Pennsylvania,2020-11-01,810.0,0.535,0.465,0.05,0.535,0.01752511425439588,20,A+,D +0.5,D +0.8,D,0.008,1.0,-0.008
807,Morning Call / Muhlenberg,Pennsylvania,2020-10-31,419.0,0.525,0.475,0.07,0.525,0.02439604608208348,20,A+,R +0.2,R +0.3,R,0.003,1.0,0.003
808,Public Policy,Pennsylvania,2020-10-30,1012.0,0.535,0.465,0.03,0.535,0.015678810503805103,20,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
809,Hill/Harris,Pennsylvania,2020-10-29,901.0,0.525,0.47500000000000003,0.03,0.525,0.016636580317525813,20,,,,,0.0,,0.0
810,Quinnipiac,Pennsylvania,2020-10-29,1324.0,0.535,0.465,0.05,0.535,0.013707535361244132,20,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
811,Franklin & Marshall,Pennsylvania,2020-10-29,558.0,0.53,0.47,0.06,0.53,0.021128553443369447,20,B/C,D +0.4,D +1.1,D,0.011000000000000001,2.0,-0.011000000000000001
812,RMG Research,Pennsylvania,2020-10-28,800.0,0.53,0.47000000000000003,0.04,0.53,0.017645821035021294,20,B/C,,,,0.0,2.0,0.0
813,Trafalgar Group,Pennsylvania,2020-10-27,1076.0,0.5,0.5,0.04,0.5,0.01524276902124231,20,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
